gender,forehead_width_cm,forehead_height_cm,nose_wide,nose_long,lips_thin
1.0001999800039991,-1.2479329104043069,0.28397147548321156,1.0122728665114478,-1.015923605417201,1.0138937495022866
-0.9998000599800072,0.7393886891282102,-1.0094177311575365,-0.9878759305741905,-1.015923605417201,1.0138937495022866
1.0001999800039991,-1.2479329104043069,0.6535112488091404,1.0122728665114478,0.9843259814691857,1.0138937495022866
1.0001999800039991,1.1007198890432137,0.28397147548321156,-0.9878759305741905,0.9843259814691857,1.0138937495022866
-0.9998000599800072,0.2877246892344562,-0.08556829784271555,-0.9878759305741905,-1.015923605417201,-0.9862966415276682
1.0001999800039991,-0.16393931065929782,1.5773606821239614,1.0122728665114478,0.9843259814691857,1.0138937495022866
1.0001999800039991,1.9137150888519714,0.4687413621461768,1.0122728665114478,0.9843259814691857,1.0138937495022866
-0.9998000599800072,-0.16393931065929782,-1.3789575044834654,-0.9878759305741905,-1.015923605417201,-0.9862966415276682
-0.9998000599800072,-1.1576001104255564,-1.0094177311575365,1.0122728665114478,-1.015923605417201,1.0138937495022866
-0.9998000599800072,-0.9769345104680554,-1.0094177311575365,-0.9878759305741905,-1.015923605417201,-0.9862966415276682
1.0001999800039991,-0.6156033105530518,-1.0094177311575365,1.0122728665114478,0.9843259814691857,1.0138937495022866
1.0001999800039991,2.0943806888094723,-0.27033818450568076,1.0122728665114478,0.9843259814691857,1.0138937495022866
1.0001999800039991,1.3717182889794652,-1.3789575044834654,1.0122728665114478,0.9843259814691857,1.0138937495022866
1.0001999800039991,1.1910526890219642,1.392590795460998,-0.9878759305741905,0.9843259814691857,1.0138937495022866
-0.9998000599800072,0.9200542890857112,1.023051022135069,-0.9878759305741905,-1.015923605417201,-0.9862966415276682
1.0001999800039991,-0.6156033105530518,-1.3789575044834654,1.0122728665114478,0.9843259814691857,1.0138937495022866
1.0001999800039991,1.8233822888732192,0.09920158882024802,1.0122728665114478,0.9843259814691857,1.0138937495022866
-0.9998000599800072,0.7393886891282102,-0.08556829784271555,-0.9878759305741905,-1.015923605417201,-0.9862966415276682
-0.9998000599800072,-1.1576001104255564,-1.3789575044834654,-0.9878759305741905,-1.015923605417201,-0.9862966415276682
